book_name,author,book_url,img_url,rating,pages,pub_date,genres,genres_clean,synopsis,data_source,source_list,cluster_f1b,cluster_name,clusterable,mood_scored,mood,mood_secondary,emotion,emotion_secondary,emotion_conf,mood_low_conf,emo_anger,emo_disgust,emo_fear,emo_joy,emo_neutral,emo_sadness,emo_surprise
Stroke in Children and Young Adults,José Biller,http://books.google.de/books?id=sPmZpwAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=sPmZpwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,0.0,2009,Medical,['fiction'],"The revised and updated second edition of this comprehensive text continues to offer careful critical evaluation and authoritative advice. Tightly focused, this textbook fills the void in the literature by including detailed discussions on such topics as stroke in neonates, strokes caused by migraines, stroke during pregnancy, and more.",google_books,Young Adult,,,False,True,Contemplative,Melancholic,neutral,sadness,0.931060791015625,False,0.00371735543012619,0.009655981324613094,0.016498230397701263,0.0043471334502100945,0.931060791015625,0.02415754832327366,0.010563045740127563
Cerebral Ischemia in Young Adults,Alessandro Pezzini,http://books.google.de/books?id=2VdnPgAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=2VdnPgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,0.0,2009,Brain,['young_adult'],"The literature concerning cerebral circulation, its control, its relation to the metabolism of the brain and its disorders, including cerebral ischemia, is very large and reflects an interest which goes back to Greek and Arabian medicine and which has greatly intensified, particularly over the past decades. Data of the literature remain, however, too sparse to propose a pragmatic approach to cerebral ischemia when affecting people at young age. The first purpose of this monograph has been therefore to bring together from such a literature a coherent account of how present concepts and approaches have developed. In this, the authors have been guided by what seems to be the important lines of investigation. Secondly, the evidence from studies which form the basis of the present understanding has been reviewed critically and, where possible, an attempt has been made to pose present controversies in terms which would be helpful in everyday clinical practice.",google_books,Young Adult,,,False,True,Contemplative,Gritty,neutral,disgust,0.9358001351356506,False,0.009607509709894657,0.022101523354649544,0.0052680992521345615,0.011474807746708393,0.9358001351356506,0.0065599954687058926,0.009187916293740273
The Adolescent and Young Adult Self-harming Treatment Manual,Matthew D. Selekman,http://books.google.de/books?id=yvoYQVySRHUC&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=yvoYQVySRHUC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.5,340.0,2009,Psychology,['fiction'],A detailed treatment protocol for working with self-harming adolescents and young adults.,google_books,Young Adult,,,False,True,Contemplative,Suspenseful,neutral,fear,0.7572649121284485,False,0.011394217610359192,0.08754177391529083,0.08889441192150116,0.009449728764593601,0.7572649121284485,0.03541461378335953,0.010040294378995895
Inventing Adulthoods,Sheila Henderson,http://books.google.de/books?id=x5hIAAAAYAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=x5hIAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,204.0,2007,Family & Relationships,['fiction'],"′The series Youth: Perspectives and Practice provides a distinctive and rare combination of expert commentary, new research, original theorising and critical reflection on how we should understand youth and work with young people. These books deserve a wide readership ... the way they are written and organised will make them particularly appealing to students′ - Professor Robert MacDonald, University of Teesside Inventing Adulthoods offers a ground-breaking new perspective on young peoples′ experiences of growing up at the turn of the 21st century, arguing that a biographical approach is vital to understanding the holistic and dynamic character of their lives. Based on a study of a diverse group of young people over a 10 year period, the book explores high profile policy issues: education, employment, drugs, cultures of violence and well-being. It also considers the significance of those things that mean most to young people themselves: mobility, home, belonging, intimacy and social life. The book is written in a lively and engaging style and, through case studies and interviews, examines: "" the impact that social factors such as gender, class, sexuality, religion, disability and family have on life opportunities; and "" connections between young people′s lives, social policy frameworks and practice applications. Inventing Adulthoods is an invaluable resource to anyone interested in the lives of young people. Thought-provoking yet accessible, this book is ideal for students in youth studies and education, as it is for youth workers, social workers and other practitioners. Inventing Adulthoods is the set book for the Open University course Youth: Perspectives and Practice (KE308). Sheila Henderson is a Visiting Fellow at London South Bank University. Janet Holland is Professor of Social Research and Co-director of the Families and Social Capital ESRC Research Group at London South Bank University. Sheena McGrellis is a Senior Research Fellow in the Families Group, but is based at University of Ulster. Sue Sharpe is a Visiting Fellow at London South Bank University. Rachel Thomson is Professor of Social Research in the Faculty of Health and Social Care at The Open University.",google_books,Young Adult,,,False,True,Uplifting,Contemplative,joy,neutral,0.6688632369041443,False,0.012543068267405033,0.013396935537457466,0.01747995987534523,0.6688632369041443,0.2639673352241516,0.009690448641777039,0.014059003442525864
The Northern Devil,Diane Whiteside,http://books.google.de/books?id=oYYQNAEACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,https://covers.openlibrary.org/b/id/1416813-L.jpg,3.89,296.0,2007,Inheritance and succession,['historical'],"Taking Lucas to bed and submitting to his tender, hungry desires may be Rachel's only hope of holding onto her inheritance.",google_books,Best Book Boyfriends,,,False,True,Contemplative,Gritty,neutral,disgust,0.9135047197341919,False,0.017397763207554817,0.036659158766269684,0.0044086407870054245,0.007686167024075985,0.9135047197341919,0.018620416522026062,0.0017231276724487543
Chinese Theories of Fiction,Ming Dong Gu,https://play.google.com/store/books/details?id=uttmubGXucIC&source=gbs_api,http://books.google.com/books/content?id=uttmubGXucIC&printsec=frontcover&img=1&zoom=1&edge=curl&source=gbs_api,4.0,304.0,2007,Literary Criticism,['literary'],"In this innovative work, Ming Dong Gu examines Chinese literature and traditional Chinese criticism to construct a distinctly Chinese theory of fiction and places it within the context of international fiction theory. He argues that because Chinese fiction, or xiaoshuo, was produced in a tradition very different from that of the West, it has formed a system of fiction theory that cannot be adequately accounted for by Western fiction theory grounded in mimesis and realism. Through an inquiry into the macrocosm of Chinese fiction, the art of formative works, and theoretical data in fiction commentaries and intellectual thought, Gu explores the conceptual and historical conditions of Chinese fiction in relation to European and world fiction. In the process, Gu critiques and challenges some accepted views of Chinese fiction and provides a theoretical basis for fresh approaches to fiction study in general and Chinese fiction in particular. Such masterpieces as the Jin Ping Mei (The Plum in the Golden Vase) and the Hongloumeng (The Story of the Stone) are discussed at length to advance his notion of fiction and fiction theory.",google_books,Best Historical Fiction,,,False,True,Contemplative,Twisty,neutral,surprise,0.886907160282135,False,0.020979631692171097,0.024014044553041458,0.009017828851938248,0.021969927474856377,0.886907160282135,0.005615315865725279,0.0314960852265358
Self's Deception,Bernhard Schlink,http://books.google.de/books?id=yruzAAAAIAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=yruzAAAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.7,356.0,2007,Fiction,['fiction'],"Hired to find Leo Salger, private detective Gerhard Self traces the girl to the psych ward of a local hospital where he is told she died following a fatal fall, only to discover that Leo is very much alive.",google_books,Best Books Ever,,,False,True,Melancholic,Twisty,sadness,surprise,0.7268173694610596,False,0.005676038097590208,0.023429280146956444,0.07903723418712616,0.00457646232098341,0.04909651726484299,0.7268173694610596,0.11136706918478012
"The Life and Adventures of Robinson Crusoe, of York, Mariner",Daniel Defoe,http://books.google.de/books?id=zYxERwAACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=zYxERwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.69,260.0,2007,Fiction,['fiction'],"Daniel Defoe (1659/1661-1731) was an English writer, journalist and spy, who gained enduring fame for his novel Robinson Crusoe (1719). Defoe is notable for being one of the earliest practitioners of the novel and helped popularise the genre in Britain. In some texts he is even referred to as one of the founders, if not the founder, of the English novel. A prolific and versatile writer, he wrote over five hundred books, pamphlets, and journals on various topics (including politics, crime, religion, marriage, psychology and the supernatural). He is also a pioneer of economic journalism. His most famous novel, Robinson Crusoe (1719), tells of a man's shipwreck on a desert island and his subsequent adventures. He also wrote Captain Singleton (1720), which portrays the redemptive power of one man's love for another; and Moll Flanders (1722), a picaresque first-person narration of the fall and eventual redemption of a lone woman in 17th century England.",google_books,Best Books Ever,,,False,True,Contemplative,Uplifting,neutral,joy,0.6385159492492676,False,0.013046825304627419,0.13821516931056976,0.036759983748197556,0.13920193910598755,0.6385159492492676,0.014848006889224052,0.01941213198006153
Adventures in Extreme Grace Series,Sheryl M. Malinics,http://books.google.de/books?id=9QvWAQAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=9QvWAQAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.5,212.0,2006,Christian life,['fiction'],Now all they have to do is figure out how this radical change in their lives will transform their normally humdrum lives on summer break into the adventure of a lifetime.,google_books,Young Adult,,,False,True,Contemplative,Uplifting,neutral,joy,0.9483354091644287,False,0.008129315450787544,0.002420729724690318,0.004012851510196924,0.023652898147702217,0.9483354091644287,0.0038730918895453215,0.00957567896693945
Klassische Texte zum Raum,Ulf Heuner,http://books.google.de/books?id=CxCjSwAACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=CxCjSwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,148.0,2006,Raum - Philosophie - Geschichte - Quelle,['fiction'],"Anhand der Bände dieser Reihe soll sich der Leser einen Überblick über die historische Diskussion und Entwicklung von Themen und Begriffen verschaffen, die in den philosophischen und kulturwissenschaftlichen Debatten unserer Zeit von großer Aktualität sind. Die einzelnen Bände werden von den Herausgebern eingeleitet und mit einer Bibliographie versehen. Dieser Band enthält Texte zur Theorie des Raumes von der griechischen Antike bis zum Anfang des 20. Jahrhunderts. Die ausgewählten Autoren widmen sich in der Regel mehreren Aspekten des Raumes zugleich. Ganz alltägliche Raumerfahrungen wie unsere Orientierung nach oben und unten, links und rechts nehmen Denker wie Aristoteles, Descartes, Pascal, Kant oder Mach zum Ausgangspunkt ihrer Überlegungen. Die Lektüre der Texte wird daher erweisen, dass der Raum ein philosophisches Thema ist, bei dem jeder gleich auf Augenhöhe mit den Philosophen denken kann. Nicht zuletzt deshalb, weil es der Raum (neben der Zeit) ist, der jeden Menschen mit philosophischen Fragen konfrontiert: Muss der (Welt- ) Raum nicht einmal an ein Ende kommen, aber was ist dann dahinter? Kann man Räume und Körper unendlich teilen oder gibt es etwas Unteilbares? Gibt es nicht-materielle Entitäten, die (auch) außerhalb unseres Raumes existieren bzw. sind? Mit Texten von Platon, Aristoteles, Euklid, Descartes, Leibniz, Pascal, Kant, Newton, Mach und Scheler.",google_books,Books You Should Read,,,False,True,Contemplative,Gritty,neutral,disgust,0.7084921002388,False,0.0342816598713398,0.12946785986423492,0.039128050208091736,0.006200250703841448,0.7084921002388,0.051403746008872986,0.03102629818022251
There's No Toilet Paper ... on the Road Less Traveled,Doug Lansky,http://books.google.de/books?id=Bi0XAQAAMAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=Bi0XAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.62,220.0,2005,Humor,['fiction'],"This collection captures the wackiest experiences of writers whose travels took a detour, such as Dave Barry vainly trying to learn more Japanese than how to order a beer, and Mary Roach, who discovers that utilizing an Antarctic outhouse at the very moment a seal chooses to use its opening as a blowhole may not be the best way to start the day.",google_books,Young Adult,,,False,True,Gritty,Contemplative,disgust,neutral,0.8974747061729431,False,0.015872938558459282,0.8974747061729431,0.011267616413533688,0.005570892244577408,0.050871580839157104,0.011721099726855755,0.0072211772203445435
"The Lion, the Witch and the Wardrobe Movie Tie-in Edition (adult)",C. S. Lewis,http://books.google.de/books?id=J6LPEffCfWMC&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=J6LPEffCfWMC&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.23,268.0,2005,Fiction,['fiction'],"The new adult softcover edition of The Lion, the Witch and the Wardrobe now has a movie still cover and an eight-page movie still insert!",google_books,Best Epic Fantasy,,,False,True,Contemplative,Twisty,neutral,surprise,0.6637299656867981,False,0.01483046542853117,0.006533612031489611,0.002339922823011875,0.11217799782752991,0.6637299656867981,0.01152377761900425,0.18886429071426392
Death of an Ancient King,Laurent Gaudé,http://books.google.de/books?id=gucbAQAAIAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=gucbAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.92,264.0,2004,Fiction,['fiction'],"A fable about the blindness of war, from a popular writer dubbed ""le chouchou des libraires'"" (""the darling of the booksellers"") by the French press.",google_books,Best Book Boyfriends,,,False,True,Gritty,Melancholic,disgust,sadness,0.7685459852218628,False,0.010412294417619705,0.7685459852218628,0.0397050604224205,0.06834691017866135,0.03516398370265961,0.07470475882291794,0.0031210039742290974
"J.J., Some Jottings",Cuntara Rāmacāmi,http://books.google.de/books?id=d6IpAQAAIAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=d6IpAQAAIAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,196.0,2003,Fiction,['fiction'],"Structured As A Biography Of A Fictional Malayalam Writer-It Is At One Level A Critique Of The World Of Tamil Letters And On Another, A Novel Of Ideas Engaged With The Burning Questions Of To Bring And Existece. Represents The Best Of Tamil Writing Even To-Day, More Than 20 Years After Its First Apperance.",google_books,Best Books Ever,,,False,True,Contemplative,Twisty,neutral,surprise,0.6922202706336975,False,0.03524266555905342,0.01512415986508131,0.05012786015868187,0.08867505192756653,0.6922202706336975,0.029733244329690933,0.08887677639722824
The Damned (La Bas),Joris-Karl Huysmans,http://books.google.de/books?id=e-wZ0QEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,figures/missingcover.png,3.85,0.0,2002,Fiction,['fiction'],"Joris-Karl Huysmans' shocking novel of an innocent's descent into a world of depraved, blasphemous rituals Durtal, a shy, censorious man, is writing a biography of Gilles de Rais, the monstrous fifteenth-century child-murderer thought to be the original for 'Bluebeard'. Bored and disgusted by the vulgarity of everyday life, Durtal seeks spiritual solace by immersing himself in another age. But when he starts asking questions about Gilles's involvement in satanic rituals and is introduced to the exquisitely evil madame Chantelouve, he is soon drawn into a twilight world of black magic and erotic devilry in fin-de- siècle Paris. Published in 1891, The Damned cemented Huysmans's reputation as a writer at the forefront of the avant-garde and as one of the most challenging and innovative figures in European literature. For more than seventy years, Penguin has been the leading publisher of classic literature in the English-speaking world. With more than 1,700 titles, Penguin Classics represents a global bookshelf of the best works throughout history and across genres and disciplines. Readers trust the series to provide authoritative texts enhanced by introductions and notes by distinguished scholars and contemporary authors, as well as up-to-date translations by award-winning translators.",google_books,Best Books Ever,,,False,True,Gritty,Suspenseful,disgust,fear,0.9850698113441467,False,0.0031363454181700945,0.9850698113441467,0.006802723277360201,0.0005319896736182272,0.002210166770964861,0.0010307953925803304,0.0012182870414108038
South with Endurance,Frank Hurley,http://books.google.de/books?id=kt9TPgAACAAJ&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,https://covers.openlibrary.org/b/id/472174-L.jpg,4.44,320.0,2001,Antarctica,['historical'],"The definitive collection of Frank Hurley's amazing photos from Shackleton's Antarctic expedition is the first book to reproduce all the surviving expedition photos, some of which have never been published. Over 450 photos.",google_books,Books That Should Be Movies,,,False,True,Contemplative,Twisty,neutral,surprise,0.5025567412376404,False,0.010149253532290459,0.004783544689416885,0.0088548818603158,0.059936098754405975,0.5025567412376404,0.004920115228742361,0.4087994396686554
Harry Potter y la piedra filosofal,J. K. Rowling,http://books.google.de/books?id=8UJaAAAAYAAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=8UJaAAAAYAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.48,274.0,2001,Juvenile Fiction,"['fiction', 'young_adult']","Harry Potter nunca ha oído hablar de Hogwarts hasta que empiezan a caer cartas en el felpudo del número 4 de Privet Drive. Llevan la dirección escrita con tinta verde en un sobre de pergamino amarillento con un sello de lacre púrpura, y sus horripilantes tíos se apresuran a confiscarlas. Más tarde, el día que Harry cumple once años, Rubeus Hagrid, un hombre gigantesco cuyos ojos brillan como escarabajos negros, irrumpe con una noticia extraordinaria: Harry Potter es un mago, y le han concedido una plaza en el Colegio Hogwarts de Magia y Hechicería. ¡Está a punto de comenzar una aventura increíble!",google_books,Best Epic Fantasy,,,False,True,Suspenseful,Contemplative,fear,neutral,0.6375951766967773,False,0.08962863683700562,0.02348601073026657,0.6375951766967773,0.01862071081995964,0.14581727981567383,0.05852535739541054,0.02632688730955124
"Moomin, Mymble and Little My",Tove Jansson,http://books.google.de/books?id=x7gvAAAACAAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=x7gvAAAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.45,0.0,2001,Juvenile Fiction,"['fiction', 'young_adult']","Finnish artist Tove Jansson's Moomin stories have been continually in print for more than half a century, in 35 languages. They are among Europe's best loved and enduring children's classics, and through the TV animation (BBC2), the warm-hearted, whimsical creatures of Moomin valley have been brought to a new younger British audience.Introducing the first Sort Of Children's Classic in a new English version by Sophie Hannah. Sort of Books proudly presents the original full colour Moomin picture book with its irresistible cut-out page designs and playful rhyming text in a new version by one of Britain's star poets.",google_books,Best Epic Fantasy,,,False,True,Uplifting,Contemplative,joy,neutral,0.8682988882064819,False,0.0038510544691234827,0.002376613672822714,0.0011715764412656426,0.8682988882064819,0.08837641030550003,0.0027993458788841963,0.03312605991959572
When Girls Feel Fat,Sandra Susan Friedman,http://books.google.de/books?id=zP9BAyw5lPoC&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=zP9BAyw5lPoC&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.45,280.0,2000,Family & Relationships,['fiction'],"This book provides strategies to deal with conflict, to recognize when 'worries about weight' may lead to more serious problems, to maintain a connection when girls 'tune out' and have self-deprecating, negative feelings.",google_books,Young Adult,,,False,True,Melancholic,Contemplative,sadness,neutral,0.41252121329307556,False,0.03288083150982857,0.11827616393566132,0.020166102796792984,0.017424875870347023,0.396273672580719,0.41252121329307556,0.0024571858812123537
Sociology,Jean Stockard,http://books.google.de/books?id=QPXVm_VpZT8C&dq=featured&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=QPXVm_VpZT8C&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.81,652.0,2000,Political Science,['fiction'],"SOCIOLOGY: DISCOVERING SOCIETY, 2nd provides comprehensive coverage of sociology in an affordable, paperback format. With research studies in every chapter and boxes that portray sociologists at work, it will especially appeal to sociology professors who value a quantitative, research-methodology-oriented approach. Instead of presenting every possible theory for each issue, Stockard's streamlined approach pulls in theories only when they appropriately relate to the issue at hand. This integrated approach produces a text that reads more smoothly than the overly-encyclopedic, heavily-interrupted narratives of other texts.",google_books,featured Google,,,False,True,Contemplative,Uplifting,neutral,joy,0.931861400604248,False,0.005814102478325367,0.004852919839322567,0.0009688813588581979,0.03697708994150162,0.931861400604248,0.0022230525501072407,0.017302684485912323
All Chalked Up,Amy Keating Rogers,http://books.google.de/books?id=KSSmPwAACAAJ&dq=subject:adventure&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=KSSmPwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.82,0.0,2000,Adventure,['adventure'],"Bubbles is drawing pictures of all the monsters the Powerpuffs have fought, but somehow the pictures are coming alive.",google_books,Books That Should Be Movies,,,False,True,Contemplative,Twisty,neutral,surprise,0.5739765167236328,False,0.016709862276911736,0.030322236940264702,0.004576968960464001,0.004195640794932842,0.5739765167236328,0.024817846715450287,0.345400869846344
Through the Storm,Beverly Jenkins,http://books.google.de/books?id=CKlVPwAACAAJ&dq=subject:romance&hl=&as_pt=BOOKS&source=gbs_api,https://covers.openlibrary.org/b/id/236658-L.jpg,3.86,371.0,1998,African Americans,"['classics', 'literary']","When his mother selects Sable Fontaine to be his bride, former Union major Raimond Le Veq must overcome his distrust of the woman he believed to have been a Rebel spy, and the only woman he had ever really loved.",google_books,Best Book Boyfriends,8.0,Literary + Classics,True,True,Suspenseful,Contemplative,fear,neutral,0.5627184510231018,False,0.05678651109337807,0.08167564868927002,0.5627184510231018,0.010321005247533321,0.26835960149765015,0.012709137983620167,0.0074295769445598125
John Brookes' Natural Landscapes,John Brookes,http://books.google.de/books?id=IXglAQAAMAAJ&dq=featured&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=IXglAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.2,200.0,1998,Gardening,['fiction'],"Grouped according to type of landscape: coastal, temperate, woodland, wetland, grassland, dryland, Mediterranean, tropical, and city gardens.",google_books,featured Google,,,False,True,Contemplative,Gritty,neutral,disgust,0.8694601655006409,False,0.02200622297823429,0.03879062086343765,0.0062907966785132885,0.017972474917769432,0.8694601655006409,0.030809316784143448,0.014670489355921745
Parliament and the Media,Ralph M. Negrine,http://books.google.de/books?id=VBViAAAAMAAJ&dq=featured&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=VBViAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.0,184.0,1998,History,['fiction'],"Based on an analysis of media content from selected periods in 1986 and 1996, this study examines the changing nature of parliamentary and political coverage in Britain, Germany and France. The comparison of the output suggests that although there are differences in political structures and media practices, there are also important similarities, such as a reduction in the length of politicians' sound-bites on television, and changes in the make-up of newspapers which affect the nature of parliamentary and political coverage. The findings are placed within a broader context of a continually changing relationship between political institutions and actors in the media.",google_books,featured Google,,,False,True,Contemplative,Twisty,neutral,surprise,0.9384313821792603,False,0.008032085373997688,0.01774633675813675,0.0034283827990293503,0.007806040346622467,0.9384313821792603,0.004191237036138773,0.02036456950008869
Expanding Education & Literacy,Bernard Ryan,http://books.google.de/books?id=X9p0GwAACAAJ&dq=subject:%22young+adult%22&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=X9p0GwAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,96.0,1998,Juvenile Nonfiction,"['fiction', 'young_adult']","An eight-volume set discusses volunteer opportunities for children and young adults, including caring for animals, caring for the sick, participating in government, promoting arts and sciences, protecting the environment, and serving on rescue squads",google_books,Young Adult,,,False,True,Uplifting,Contemplative,joy,neutral,0.7495496869087219,False,0.008206736296415329,0.030120596289634705,0.0024894215166568756,0.7495496869087219,0.19750866293907166,0.008102052845060825,0.004022854380309582
Renaissance 2000,Luigi Salvaneschi,http://books.google.de/books?id=1_MJAQAAMAAJ&dq=featured&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=1_MJAQAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.5,316.0,1998,Business & Economics,['fiction'],"A humanities-based guide that shows managers how liberal arts skills can be more useful in business than an MBA. The author of ""Location, Location, Location: How to Select the Best Site for Your Business"" explores the business benefits of such humanistic disciplines as philosophy, history, literature, the arts, and religion. Tables & charts. Author exposure.",google_books,featured Google,,,False,True,Contemplative,Uplifting,neutral,joy,0.9286841750144958,False,0.005764159373939037,0.007388369180262089,0.002104330575093627,0.028529074043035507,0.9286841750144958,0.0032021531369537115,0.024327799677848816
The Heart of a Dog,Mikhail Bulgakov,http://books.google.de/books?id=2MmAkQEACAAJ&dq=subject:classics&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=2MmAkQEACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.09,0.0,1996,Dogs,['childrens'],"In this absurdly comical story which can also be read as a parable of the Russian Revolution, a world famous Moscow professor transplants a human male's testicles and pituitary gland into a stray dog, creating a worryingly human animal.",google_books,Books You Should Read,,,False,True,Suspenseful,Contemplative,fear,neutral,0.9323650598526001,False,0.005016635172069073,0.01902046613395214,0.9323650598526001,0.01231358665972948,0.020840169861912727,0.004168359097093344,0.006275624968111515
"Homely Girl, a Life, and Other Stories",Arthur Miller,http://books.google.de/books?id=NwpbAAAAMAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=NwpbAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.54,134.0,1995,Fiction,['fiction'],Pulitzer prize-winning playwright collection of short fiction.,google_books,Best Books Ever,,,False,True,Uplifting,Contemplative,joy,neutral,0.42707744240760803,False,0.01349848322570324,0.018916208297014236,0.016969621181488037,0.42707744240760803,0.4095325171947479,0.031476184725761414,0.08252955973148346
Professor Martens' Departure,Jaan Kross,http://books.google.de/books?id=429kMQEACAAJ&dq=subject:fiction&hl=&as_pt=BOOKS&source=gbs_api,https://covers.openlibrary.org/b/id/804814-L.jpg,3.69,304.0,1995,Fiction,['fiction'],"Professor Martens is an elder statesman who has dutifully served the czarist regime. Near the end of his career and of his life, Martens is once again summoned to St. Petersberg. Traveling by train from his home in Parn?, he recalls his life of public service only to realize the terrible personal price he has paid and that he has helped perpetuate a brutal regime in his Baltic homeland.",google_books,Best Books Ever,,,False,True,Suspenseful,Gritty,fear,disgust,0.49369293451309204,False,0.04203697666525841,0.4133363962173462,0.49369293451309204,0.0011508886236697435,0.004324930254369974,0.042907167226076126,0.002550735604017973
Through the Looking Glass and what Alice Found There,Lewis Carroll,http://books.google.de/books?id=xQmoQgAACAAJ&dq=subject:fantasy&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=xQmoQgAACAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.07,0.0,1994,Juvenile Fiction,"['fiction', 'young_adult']","One of the most magical books ever written, complete with John Tenniel's original illustrations. When Alice steps through the looking glass, she enters a world of chess pieces and nursery rhyme characters who behave very oddly. Humpty Dumpty, the Lion and the Unicorn, Tweedledum and Tweedledee, the dotty White Knight and the sharp-tempered Red Queen - none of them are straightforward. In fact, through the looking glass everything is 'contrariwise'.",google_books,Best Epic Fantasy,,,False,True,Contemplative,Twisty,neutral,surprise,0.7495602965354919,False,0.01722732186317444,0.09428682178258896,0.02697390504181385,0.008960561826825142,0.7495602965354919,0.008299586363136768,0.09469155222177505
Children Exploring Their World,Sean A. Walmsley,http://books.google.de/books?id=U4LmAAAAMAAJ&dq=subject:%22historical+fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=U4LmAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,3.6,308.0,1994,Education,['fiction'],"Engaging and reader friendly, this book provides a rationale for themes, a thorough explanation of a variety of themes and ways to put them together, and a series of examples of themes in action.",google_books,Best Historical Fiction,,,False,True,Contemplative,Uplifting,neutral,joy,0.6616495251655579,False,0.006936791818588972,0.023199031129479408,0.0016864389181137085,0.29155588150024414,0.6616495251655579,0.005636028945446014,0.009336298331618309
Still Loved by the Sun,Migael Scherer,http://books.google.de/books?id=BrDyAAAAMAAJ&dq=subject:%22historical+fiction&hl=&as_pt=BOOKS&source=gbs_api,http://books.google.com/books/content?id=BrDyAAAAMAAJ&printsec=frontcover&img=1&zoom=1&source=gbs_api,4.0,232.0,1993,Biography & Autobiography,['fiction'],"This illuminating account is a personal story, yet it reveals the universality of Scherer's reaction to her trauma--the flashbacks, nightmares, feelings of anguish, despair, and vulnerability, inexplicably and maddeningly interspersed among hours and even days of progress.",google_books,Best Historical Fiction,,,False,True,Melancholic,Suspenseful,sadness,fear,0.8166956901550293,False,0.0016328126657754183,0.005623506847769022,0.1438838243484497,0.003927840385586023,0.02210870012640953,0.8166956901550293,0.0061276862397789955
